
02:14:18.215| ====== starting level 1: 'levels/maps/mainmenu'  ======

02:14:32.729| ====== starting level 2: 'levels/maps/hangar'  ======
02:15:24.472| ====== TestDrive started ======
02:15:27.343| Damage. Victim: Cabin_Bell_Uh1_Oracle, attacker: _ZeRon_             , weapon 'CarPart_Gun_Syfy_ParticleBeam', damage: 1.94 DMG_ENERGY|CONTINUOUS
02:47:27.787| Damage. Victim: IRON_DOG            , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 43.12 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:27.787| Damage. Victim: l0lzer0             , attacker: IRON_DOG            , weapon 'CarPart_Gun_Machinegun_Corner', damage: 9.79 DMG_DIRECT|HUD_IMPORTANT
02:47:27.787| Damage. Victim: l0lzer0             , attacker: IRON_DOG            , weapon 'CarPart_Gun_Machinegun_Corner', damage: 9.79 DMG_DIRECT
02:47:27.890| Damage. Victim: l0lzer0             , attacker: IRON_DOG            , weapon 'CarPart_Gun_Machinegun_Corner', damage: 9.79 DMG_DIRECT|HUD_IMPORTANT
02:47:27.891| Damage. Victim: l0lzer0             , attacker: IRON_DOG            , weapon 'CarPart_Gun_Machinegun_Corner', damage: 9.79 DMG_DIRECT
02:47:28.012| Score:		player: 11,		nick:            IRON_DOG,		Got:   2,		reason: PART_DETACH
02:47:28.015| Damage. Victim: l0lzer0             , attacker: IRON_DOG            , weapon 'CarPart_Gun_Machinegun_Corner', damage: 9.79 DMG_DIRECT|HUD_IMPORTANT
02:47:28.015| Damage. Victim: l0lzer0             , attacker: IRON_DOG            , weapon 'CarPart_Gun_Machinegun_Corner', damage: 5.51 DMG_DIRECT
02:47:28.082| Damage. Victim: sanichan            , attacker: Shishkin_NK         , weapon 'CarPart_Gun_CloseCombatCannon', damage: 37.98 DMG_DIRECT
02:47:28.184| Damage. Victim: l0lzer0             , attacker: IRON_DOG            , weapon 'CarPart_Gun_Machinegun_Corner', damage: 9.79 DMG_DIRECT
02:47:28.184| Damage. Victim: l0lzer0             , attacker: IRON_DOG            , weapon 'CarPart_Gun_Machinegun_Corner', damage: 9.79 DMG_DIRECT|HUD_IMPORTANT
02:47:28.319| Damage. Victim: l0lzer0             , attacker: IRON_DOG            , weapon 'CarPart_Gun_Machinegun_Corner', damage: 9.79 DMG_DIRECT|HUD_IMPORTANT
02:47:28.320| Damage. Victim: l0lzer0             , attacker: IRON_DOG            , weapon 'CarPart_Gun_Machinegun_Corner', damage: 9.79 DMG_DIRECT
02:47:28.394| Damage. Victim: sanichan            , attacker: Shishkin_NK         , weapon 'CarPart_Gun_CloseCombatCannon', damage: 50.64 DMG_DIRECT
02:47:28.635| Damage. Victim: sanichan            , attacker: Shishkin_NK         , weapon 'CarPart_Gun_CloseCombatCannon', damage: 44.16 DMG_DIRECT
02:47:28.824| Damage. Victim: sanichan            , attacker: sanichan            , weapon 'n/a', damage: 2039.00 DMG_GENERIC|IGNORE_DAMAGE_SCALE|SUICIDE|HUD_IMPORTANT
02:47:28.824| Kill. Victim: sanichan             killer: Shishkin_NK         
02:47:28.824| 	 assist by IRON_DOG             weapon: 'CarPart_Gun_Machinegun_Corner', 49.97 sec ago, damage: 5.62 DMG_DIRECT
02:47:28.824| 	 assist by Shishkin_NK          weapon: 'CarPart_Gun_CloseCombatCannon', 0.20 sec ago, damage: 1827.69 DMG_DIRECT
02:47:28.824| 	 assist by Shishkin_NK          weapon: 'CarPart_MotoWheel_01_S', 8.75 sec ago, damage: 115.67 DMG_COLLISION|CONTACT
02:47:28.824| 	 assist by sanichan             weapon: 'n/a', 0.00 sec ago, damage: 2039.00 DMG_GENERIC|IGNORE_DAMAGE_SCALE|SUICIDE|HUD_IMPORTANT
02:47:28.824| Score:		player:  5,		nick:         Shishkin_NK,		Got:   4,		reason: PART_DETACH
02:47:28.824| Score:		player:  5,		nick:         Shishkin_NK,		Got:   2,		reason: PART_DETACH
02:47:28.824| Score:		player:  5,		nick:         Shishkin_NK,		Got:  19,		reason: PART_DETACH
02:47:28.824| Score:		player:  5,		nick:         Shishkin_NK,		Got:   1,		reason: PART_DETACH
02:47:28.824| Score:		player:  5,		nick:         Shishkin_NK,		Got:   1,		reason: PART_DETACH
02:47:28.824| Score:		player:  5,		nick:         Shishkin_NK,		Got:   2,		reason: PART_DETACH
02:47:28.824| Score:		player:  5,		nick:         Shishkin_NK,		Got:   2,		reason: PART_DETACH
02:47:28.824| Score:		player:  5,		nick:         Shishkin_NK,		Got:   2,		reason: PART_DETACH
02:47:28.824| Stripe 'PvpAssist' value increased by 1 for player 11 [IRON_DOG].
02:47:28.825| Stripe 'PvpMachinegunEpicKill' value increased by 1 for player 11 [IRON_DOG].
02:47:28.825| Stripe 'PvpAutocannonEpicKill' value increased by 1 for player 5 [Shishkin_NK].
02:47:28.825| Stripe 'PvpDestroyDetailsEpic' value increased by 1 for player 9 [sanichan].
02:47:28.825| Score:		player:  9,		nick:            sanichan,		Got:  24,		reason: PART_DETACH
02:47:28.825| Score:		player:  6,		nick:             l0lzer0,		Got:   2,		reason: PART_DETACH
02:47:28.825| Score:		player:  9,		nick:            sanichan,		Got:   2,		reason: PART_DETACH
02:47:28.825| Score:		player:  9,		nick:            sanichan,		Got:   2,		reason: PART_DETACH
02:47:28.826| Score:		player:  9,		nick:            sanichan,		Got:   2,		reason: PART_DETACH
02:47:28.830| Damage. Victim: Shishkin_NK         , attacker: sanichan            , weapon 'Chassis_Spider', damage: 1286.18 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:29.023| Damage. Victim: IRON_DOG            , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 31.50 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:29.060| Score:		player:  6,		nick:             l0lzer0,		Got:   2,		reason: PART_DETACH
02:47:29.064| Damage. Victim: IRON_DOG            , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 24.00 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:29.064| Damage. Victim: IRON_DOG            , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 31.75 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:29.158| Damage. Victim: IRON_DOG            , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 24.00 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:29.158| Damage. Victim: IRON_DOG            , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 18.25 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:29.203| Damage. Victim: IRON_DOG            , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 9.58 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:29.203| Kill. Victim: IRON_DOG             killer: l0lzer0             
02:47:29.203| 	 assist by Disabre              weapon: 'CarPart_Gun_SniperSelfDamage_epic', 2.88 sec ago, damage: 997.50 DMG_DIRECT|HUD_IMPORTANT
02:47:29.203| 	 assist by l0lzer0              weapon: 'CarPart_Gun_Grenade_Launcher_epic', 0.00 sec ago, damage: 1619.25 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:29.203| Score:		player:  6,		nick:             l0lzer0,		Got:   9,		reason: PART_DETACH
02:47:29.203| Score:		player:  6,		nick:             l0lzer0,		Got:   5,		reason: PART_DETACH
02:47:29.203| Score:		player:  6,		nick:             l0lzer0,		Got:   4,		reason: PART_DETACH
02:47:29.203| Score:		player:  6,		nick:             l0lzer0,		Got:   3,		reason: PART_DETACH
02:47:29.204| Score:		player:  6,		nick:             l0lzer0,		Got:   2,		reason: PART_DETACH
02:47:29.204| Score:		player:  6,		nick:             l0lzer0,		Got:  24,		reason: PART_DETACH
02:47:29.204| Score:		player:  6,		nick:             l0lzer0,		Got:  12,		reason: PART_DETACH
02:47:29.204| Score:		player:  6,		nick:             l0lzer0,		Got:   1,		reason: PART_DETACH
02:47:29.204| Score:		player:  6,		nick:             l0lzer0,		Got:   2,		reason: PART_DETACH
02:47:29.204| Score:		player:  1,		nick:             Disabre,		Got: 157,		reason: PART_DETACH
02:47:29.204| Score:		player:  6,		nick:             l0lzer0,		Got:  72,		reason: PART_DETACH
02:47:29.204| Score:		player:  1,		nick:             Disabre,		Got:  83,		reason: KILL
02:47:29.204| Score:		player:  6,		nick:             l0lzer0,		Got: 100,		reason: KILL
02:47:29.204| Stripe 'PvpKillJoy' value increased by 1 for player 6 [l0lzer0].
02:47:29.204| Stripe 'PvpAssist' value increased by 1 for player 1 [Disabre].
02:47:29.204| Stripe 'PvpSpecialEpicKill' value increased by 1 for player 1 [Disabre].
02:47:29.204| Stripe 'PvpGrenadeLauncherEpicKill' value increased by 1 for player 6 [l0lzer0].
02:47:29.526| Damage. Victim: leper               , attacker: Disabre             , weapon 'CarPart_Gun_SniperSelfDamage_epic', damage: 312.61 DMG_DIRECT
02:47:34.358| Damage. Victim: Disabre             , attacker: Disabre             , weapon 'CarPart_Gun_SniperSelfDamage_epic', damage: 33.33 DMG_DIRECT|HUD_IMPORTANT
02:47:34.358| Damage. Victim: Disabre             , attacker: Disabre             , weapon 'CarPart_Gun_SniperSelfDamage_epic', damage: 6.67 DMG_DIRECT
02:47:34.527| Stripe 'PvpDestroyDetailsVeryRare' value increased by 1 for player 1 [Disabre].
02:47:34.527| Score:		player:  1,		nick:             Disabre,		Got:  26,		reason: PART_DETACH
02:47:34.528| Score:		player:  1,		nick:             Disabre,		Got:   2,		reason: PART_DETACH
02:47:34.528| Score:		player:  1,		nick:             Disabre,		Got:   2,		reason: PART_DETACH
02:47:34.529| Damage. Victim: leper               , attacker: Disabre             , weapon 'CarPart_Gun_SniperSelfDamage_epic', damage: 398.42 DMG_DIRECT
02:47:37.948| Stripe 'PvpDestroyDetailsVeryRare' value increased by 1 for player 1 [Disabre].
02:47:37.948| Score:		player:  1,		nick:             Disabre,		Got:  26,		reason: PART_DETACH
02:47:37.949| Stripe 'PvpDestroyDetailsEpic' value increased by 1 for player 1 [Disabre].
02:47:37.949| Score:		player:  1,		nick:             Disabre,		Got:  26,		reason: PART_DETACH
02:47:37.949| Score:		player:  1,		nick:             Disabre,		Got:  54,		reason: PART_DETACH
02:47:37.949| Score:		player:  1,		nick:             Disabre,		Got:  33,		reason: PART_DETACH
02:47:37.949| Score:		player:  1,		nick:             Disabre,		Got:   2,		reason: PART_DETACH
02:47:37.949| Score:		player:  1,		nick:             Disabre,		Got:   2,		reason: PART_DETACH
02:47:37.949| Score:		player:  1,		nick:             Disabre,		Got: 111,		reason: PART_DETACH
02:47:37.949| Score:		player:  1,		nick:             Disabre,		Got:   2,		reason: PART_DETACH
02:47:37.950| Stripe 'PvpDestroyDetailsRare' value increased by 1 for player 1 [Disabre].
02:47:37.950| Score:		player:  1,		nick:             Disabre,		Got:  33,		reason: PART_DETACH
02:47:37.950| Score:		player:  1,		nick:             Disabre,		Got:   2,		reason: PART_DETACH
02:47:37.950| Score:		player:  1,		nick:             Disabre,		Got:   2,		reason: PART_DETACH
02:47:37.951| Stripe 'PvpDestroyDetailsRare' value increased by 1 for player 1 [Disabre].
02:47:37.951| Score:		player:  1,		nick:             Disabre,		Got:  26,		reason: PART_DETACH
02:47:37.951| Stripe 'PvpDestroyDetailsEpic' value increased by 1 for player 1 [Disabre].
02:47:37.951| Score:		player:  1,		nick:             Disabre,		Got:  80,		reason: PART_DETACH
02:47:37.951| Score:		player:  1,		nick:             Disabre,		Got:  10,		reason: PART_DETACH
02:47:37.951| Score:		player:  1,		nick:             Disabre,		Got:   2,		reason: PART_DETACH
02:47:37.951| Score:		player:  1,		nick:             Disabre,		Got:   2,		reason: PART_DETACH
02:47:37.952| Damage. Victim: leper               , attacker: Disabre             , weapon 'CarPart_Gun_SniperSelfDamage_epic', damage: 1057.22 DMG_DIRECT|IGNORE_DAMAGE_SCALE
02:47:37.953| Damage. Victim: leper               , attacker: Disabre             , weapon 'CarPart_PowerGiverExplosive_legend', damage: 1326.61 DMG_DIRECT|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:39.542| Score:		player:  9,		nick:            sanichan,		Got:   1,		reason: PART_DETACH
02:47:39.543| Score:		player:  9,		nick:            sanichan,		Got:   1,		reason: PART_DETACH
02:47:39.543| Score:		player:  6,		nick:             l0lzer0,		Got:   1,		reason: PART_DETACH
02:47:39.546| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 100.16 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:39.546| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 12.35 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:39.664| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 40.45 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:39.985| Stripe 'PvpDestroyDetailsEpic' value increased by 1 for player 6 [l0lzer0].
02:47:39.985| Score:		player:  9,		nick:            sanichan,		Got:   9,		reason: PART_DETACH
02:47:39.985| Score:		player:  6,		nick:             l0lzer0,		Got:  16,		reason: PART_DETACH
02:47:40.014| Damage. Victim: l0lzer0             , attacker: Shishkin_NK         , weapon 'CarPart_MotoWheel_01_S', damage: 50.12 DMG_COLLISION|CONTACT
02:47:40.014| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_BumperTrain2_epic', damage: 88.58 DMG_COLLISION|CONTACT
02:47:40.187| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 23.35 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:40.188| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 29.52 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:40.214| Stripe 'PvpDestroyDetailsLegendary' value increased by 1 for player 6 [l0lzer0].
02:47:40.214| Score:		player:  9,		nick:            sanichan,		Got:   2,		reason: PART_DETACH
02:47:40.217| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 38.41 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:40.217| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 9.89 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:40.391| Score:		player:  9,		nick:            sanichan,		Got:   1,		reason: PART_DETACH
02:47:40.391| Score:		player:  6,		nick:             l0lzer0,		Got:   1,		reason: PART_DETACH
02:47:40.394| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 55.46 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:40.394| Damage. Victim: l0lzer0             , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 32.42 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:40.423| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 45.66 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:40.423| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 3.79 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:40.609| Score:		player:  9,		nick:            sanichan,		Got:   1,		reason: PART_DETACH
02:47:40.609| Score:		player:  6,		nick:             l0lzer0,		Got:   1,		reason: PART_DETACH
02:47:40.612| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 54.24 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:40.612| Damage. Victim: l0lzer0             , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 6.67 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:40.612| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 53.79 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:40.821| Score:		player:  6,		nick:             l0lzer0,		Got:   2,		reason: PART_DETACH
02:47:40.825| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 20.00 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:40.825| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 47.77 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:40.882| Score:		player:  6,		nick:             l0lzer0,		Got:   1,		reason: PART_DETACH
02:47:40.886| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 53.34 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:40.886| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 13.80 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:41.037| Score:		player:  6,		nick:             l0lzer0,		Got:   2,		reason: PART_DETACH
02:47:41.041| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 18.46 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:41.041| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 21.92 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:41.065| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 18.46 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:41.065| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 30.75 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:41.207| Damage. Victim: l0lzer0             , attacker: Shishkin_NK         , weapon 'CarPart_Gun_CloseCombatCannon', damage: 24.72 DMG_DIRECT
02:47:41.238| Score:		player:  1,		nick:             Disabre,		Got:   2,		reason: PART_DETACH
02:47:41.239| Damage. Victim: leper               , attacker: Disabre             , weapon 'CarPart_Gun_SniperSelfDamage_epic', damage: 56.00 DMG_DIRECT
02:47:41.240| Damage. Victim: leper               , attacker: Disabre             , weapon 'CarPart_Gun_SniperSelfDamage_epic', damage: 343.00 DMG_DIRECT|HUD_IMPORTANT
02:47:41.263| Score:		player:  6,		nick:             l0lzer0,		Got:   1,		reason: PART_DETACH
02:47:41.266| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 18.46 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:41.266| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 18.52 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:41.291| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 18.46 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:41.291| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 22.91 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:41.470| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 18.46 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:41.470| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 37.43 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:41.497| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 18.46 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:41.497| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 7.37 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:41.576| Score:		player:  5,		nick:         Shishkin_NK,		Got:   2,		reason: PART_DETACH
02:47:41.576| Score:		player:  5,		nick:         Shishkin_NK,		Got:   1,		reason: PART_DETACH
02:47:41.580| Damage. Victim: l0lzer0             , attacker: Shishkin_NK         , weapon 'CarPart_Gun_CloseCombatCannon', damage: 24.72 DMG_DIRECT
02:47:41.674| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 35.68 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:41.675| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 3.18 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:41.675| Damage. Victim: l0lzer0             , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 14.33 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:41.697| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 27.73 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:41.697| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 15.13 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:41.894| Score:		player:  9,		nick:            sanichan,		Got:   1,		reason: PART_DETACH
02:47:41.897| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 39.17 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:41.897| Damage. Victim: l0lzer0             , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 10.65 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:41.897| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 6.49 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:41.919| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 18.46 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:41.919| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 6.59 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:42.039| Damage. Victim: l0lzer0             , attacker: Shishkin_NK         , weapon 'CarPart_Gun_CloseCombatCannon', damage: 24.72 DMG_DIRECT
02:47:42.121| Score:		player:  6,		nick:             l0lzer0,		Got:   1,		reason: PART_DETACH
02:47:42.124| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 18.86 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:42.124| Damage. Victim: l0lzer0             , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 52.97 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:42.149| Stripe 'PvpDestroyDetailsEpic' value increased by 1 for player 6 [l0lzer0].
02:47:42.149| Score:		player:  9,		nick:            sanichan,		Got:  19,		reason: PART_DETACH
02:47:42.149| Score:		player:  6,		nick:             l0lzer0,		Got:   6,		reason: PART_DETACH
02:47:42.149| Score:		player:  9,		nick:            sanichan,		Got:   1,		reason: PART_DETACH
02:47:42.149| Score:		player:  6,		nick:             l0lzer0,		Got:   2,		reason: PART_DETACH
02:47:42.149| Score:		player:  6,		nick:             l0lzer0,		Got:   2,		reason: PART_DETACH
02:47:42.152| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 24.91 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:42.152| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 14.96 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:42.315| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 30.41 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:42.507| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 26.18 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:42.507| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 6.53 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:42.749| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 22.89 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:42.749| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 4.07 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:42.811| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 12.01 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:42.811| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 36.70 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:42.976| Stripe 'PvpDestroyDetailsEpic' value increased by 1 for player 6 [l0lzer0].
02:47:42.976| Score:		player:  9,		nick:            sanichan,		Got:  17,		reason: PART_DETACH
02:47:42.976| Score:		player:  6,		nick:             l0lzer0,		Got:   8,		reason: PART_DETACH
02:47:42.979| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 42.95 DMG_BLAST|IGNORE_DAMAGE_SCALE
02:47:42.979| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 10.83 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:43.013| Damage. Victim: Shishkin_NK         , attacker: l0lzer0             , weapon 'CarPart_Gun_Grenade_Launcher_epic', damage: 12.36 DMG_BLAST|IGNORE_DAMAGE_SCALE|HUD_IMPORTANT
02:47:43.013| Damage. Victim: l0lzer0             , attacker: Shishkin_NK         , weapon 'CarPart_Gun_CloseCombatCannon', damage: 25.92 DMG_DIRECT
